,Unnamed: 0,title,description,price,rating,review,img5,categories
49,49,Panasonic 193 ltrs NR-A192MFMNP Direct Cool Refrigerator,"93 ltrs
Toughened Glass
High Gloss Floral PCM Door with handle
Maroon Floral
Bar Handle
Compressor - Fixed Speed
Stabilizer Free Operation (135V-275V*",34470,no rating,no review, https://cdn.sastodeal.com/catalog/product/n/e/new_project_19_.jpg,Kitchen Appliences
50,50,Panasonic NR-BG341VSS3 336L Double Door in Shining Silver Refrigerator,"Frost-free double-door refrigerator; 336 litres capacity
Energy Rating: 3 Star
Warranty: 1 year on product 10 years on compressor
ECONAVI
Ag clean
35l vegetable box
Toughened glass shelves
Surround cooling airflow
1 year full warranty
10 years warranty on motor",74500,no rating,no review, https://cdn.sastodeal.com/catalog/product/n/e/new_project_19_.jpg,Kitchen Appliences
51,51,Panasonic 336 L Double Door Refrigerator NR-BG341PBK3,"Econavi And Inverter Technology
Surround Cooling
Intelligent Inverter
R600a Refrigerant
Surround Cooling Airflow
1 year full warranty
10 years warranty on motor",75700,no rating,no review, https://cdn.sastodeal.com/catalog/product/n/e/new_project_19_.jpg,Kitchen Appliences
52,52,Panasonic 601 L Frost Free Side by Side Inverter Refrigerator NR-DZ600GXXZ,"Assortment of Features
The Panasonic NR-DZ600GXXZ 601 Litre Refrigerator gives you a range of features that come in handy in your everyday usage. It offers Automatic Defrost operation. It gives perfect cooling. It comes with a voltage of 230 Volt. It comes with Ag Clean (Anti Bacterial and deodorizer). Equipped with Inverter Compressor. It offers clean air for fresh storage.
Gorgeous Design
The Panasonic NR-DZ600GXXZ 601 Litre Refrigerator comes with 4 doors. It is equipped with Glass Tray. It also has an LED light. It has a Twist ice Tray. It comes with R600a type refrigerant. It has a two-layer vegetable case. It is equipped with the Econavi Inverter System. It offers Prime fresh freezing as well.
ECONAVI: Smart Cooling Technology
The ECONAVI INVERTER system is a unique Panasonic technology that provides optimum operation while saving energy. ECONAVI sensors detect conditions of use and a microprocessor analyzes them. Using the results of this analysis the INVERTER compressor adjusts the rotation frequency of the motor to optimize cooling performance. The ECONAVI INVERTER system memorizes the pattern of use for 3 weeks and analyzes and predicts the conditions of use every hour of each day. Based on this prediction and actual conditions of use it decides on the ideal operation to save energy.
Advanced Cooling with Intelligent INVERTER Control
The INVERTER compressor varies power to provide more energy during day to adapt to frequent use and less at night. This results in extremely efficient operation to achieve energy savings less noise and quick powerful cooling
Prime Fresh
Prime Fresh Freezing freezes food lightly at approx. -3?C.Food frozen in this way can be stored for a longer period. This retains freshness and stored food tastes better than when stored in a regular fridge. Defrosting is not needed for lightly frozen items so there is minimal loss of texture and nutrients and it saves your time. It is suitable for a variety of foods that need to be cooked soon.
AG Clean Technology
Silver has a powerful effect deactivating 99.9%* of mold and bacteria inside the fridge compartment. Panasonic Refrigerators are thoroughly crafted keeping the heath of your family in mind. Thats why we bring innovative AG clean Technology that eliminates bacteria molds and other harmful organisms while ensuring your food retains its freshness and nutrients. The Silver Air Filter eliminates 99.9%* of mold and bacteria inside the refrigerator. AG filter cleans the circulating air to powerfully deactivate mold and bacteria while reducing odors.",239990,no rating,no review, https://cdn.sastodeal.com/catalog/product/n/e/new_project_19_.jpg,Kitchen Appliences
53,53,Samsung 551 L Double Door Refrigerator RT56K6378SL/TL,"Digital Inverter Technology

Works longer more quietly & uses less energyDigital Inverter Technology automatically adjusts the compressor speed in response to cooling demand across 7 levels. It uses less energy minimizes noise and reduces wear and tears for longer-lasting performance. * Based on internal testing compared with Samsungs conventional model.




Twin Cooling Plus

Moisture-Full Freshness all over the fridgeOnly Twin Cooling Plus™ creates a favorable environment for preserving fresh food in the fridge with 70% humidity compared to 30% in a conventional Frost Free Refrigerator. So it keeps ingredients fresh for longer without drying out.Deliciously tasty odor free frozen foodThe Twin Cooling Plus™ system cools the compartments separately to stop unexpected odors spreading from fridge to freezer. So frozen food retains more of its original flavor.








Convertible 5 Modes

Introducing world-first Smart Convertible 5-in-1 Refrigerator powered by Twin Cooling Plus™ technology that allows the freezer to convert into a fridge with five different mode options.Apart from Normal Mode this comes with Extra Fridge Mode which is perfect when there is a need for additional fridge space. So now if you bring home more bags home just convert your freezer into a fridge with Extra Fridge Mode.If you are going out on vacation & need to store some food in the freezer simply switch on Vacation Mode and keep only the freezer on & turn off the fridge section.With the change of season just switch to Seasonal Mode keep only the fridge on & switch off the freezer.When alone at home and dont have a lot to store just switch to Home Alone Mode that switches off the fridge and converts the freezer section into a fridge.And not only the 5 conversion modes are the perfect solution to different storage needs but every mode also saves energy giving more savings.*Section is in idle mode.




10 Year Warranty

Enjoy the peace of mind that comes with a 10-year warranty on the compressor of the Samsung refrigerator powered with Digital Inverter Technology.








Bar Handle

The stylish handle of the new collection is designed to lend a touch of glamour to your interiors and at the same time adds to your convenience.




Smart Connect Inverter (Automatic)

Now you can connect the refrigerator to your Home Inverter without any worries. Go ahead and enjoy uninterrupted cooling to keep your food fresh even during power cuts. Connect Inverter enables the refrigerator to work even when there is a power cut in the house and the refrigerator has switched to back up power.











Coolpack 12 Hours

The Cool Pack feature in the freezer of this Samsung refrigerator comes to the rescue during power outages. It keeps food frozen up to 12 hours* maintaining a temperature below 0 °C.*Result basis on Samsung internal lab test conditions. Individual results may vary.




Power Cool

Chill food 31%* faster with the Power Cool feature on this Samsung refrigerator. With a faster chill food will stay optimally fresh for longer and beverages will be quickly chilled.*Result basis on Samsung internal lab test conditions. Individual results may vary.






Power Freeze

Now never run out of ice cubes. The Power Freeze feature on this Samsung refrigerator allows up to 31%* faster ice making thus conveniently reducing the waiting time. Have ice cubes anytime with the push of a button.*Result basis on Samsung internal lab test conditions. Individual results may vary.




Digital Display

The LED display adds a touch of sophistication while putting a wealth of controls at your fingertips. Change temperature settings or turn on Power Cool to quickly chill recently bought items.






Anti-Bacteria Protector

Keeps air hygienically clean and freshAn Anti-Bacterial Protector keeps the fridge clean and hygienic. Air is passed through an Activated Carbon filter so it is constantly sterilized and deodorized while an anti-bacterial mesh eliminates bacteria.




Easy Slide Shelf

The Slide & Fold Shelf adds extra flexibility to your storage. It can be easily removed folded up or raised and lowered to fit in any sized items including large and bulky containers so there’s no wasted space.






Twist Ice Maker

Samsung Twist Ice Maker is easy to use. A simple twist is all you need to dispense ice cubes. Also Comparatively less freezer area means fast ice making which means you can have more ice cubes in a short time period.




2nd Veg Box

Keep small produce in the Crisper drawer*. This 2nd vegetable box along with Moist Fresh Zone allows you to store separate easily perishable soft texture produce like berries cherry tomatoes and mushrooms.",194990,no rating,no review, https://cdn.sastodeal.com/catalog/product/n/e/new_project_19_.jpg,Kitchen Appliences
54,54,Samsung 523 L 3 Star Frost Free Double Door Refrigerator RT54K6558SL/TL,"Digital Inverter Technology

Works longer more quietly & uses less energyDigital Inverter Technology automatically adjusts the compressor speed in response to cooling demand across 7 levels. It uses less energy minimizes noise and reduces wear and tears for longer-lasting performance. * Based on internal testing compared with Samsungs conventional model.




Twin Cooling Plus

Moisture-Full Freshness all over the fridgeOnly Twin Cooling Plus™ creates a favorable environment for preserving fresh food in the fridge with 70% humidity compared to 30% in a conventional Frost Free Refrigerator. So it keeps ingredients fresh for longer without drying out.Deliciously tasty odor free frozen foodThe Twin Cooling Plus™ system cools the compartments separately to stop unexpected odors spreading from fridge to freezer. So frozen food retains more of its original flavor.








Convertible 5 Modes

Introducing world-first Smart Convertible 5-in-1 Refrigerator powered by Twin Cooling Plus™ technology that allows the freezer to convert into a fridge with five different mode options.Apart from Normal Mode this comes with Extra Fridge Mode which is perfect when there is a need for additional fridge space. So now if you bring home more bags home just convert your freezer into a fridge with Extra Fridge Mode.If you are going out on vacation & need to store some food in the freezer simply switch on Vacation Mode and keep only the freezer on & turn off the fridge section.With the change of season just switch to Seasonal Mode keep only the fridge on & switch off the freezer.When alone at home and dont have a lot to store just switch to Home Alone Mode that switches off the fridge and converts the freezer section into a fridge.And not only the 5 conversion modes are the perfect solution to different storage needs but every mode also saves energy giving more savings.*Section is in idle mode.




10 Year Warranty

Enjoy the peace of mind that comes with a 10-year warranty on the compressor of the Samsung refrigerator powered with Digital Inverter Technology.








Bar Handle

The stylish handle of the new collection is designed to lend a touch of glamour to your interiors and at the same time adds to your convenience.




Smart Connect Inverter (Automatic)

Now you can connect the refrigerator to your Home Inverter without any worries. Go ahead and enjoy uninterrupted cooling to keep your food fresh even during power cuts. Connect Inverter enables the refrigerator to work even when there is a power cut in the house and the refrigerator has switched to back up power.














Water Dispenser

It has a water tank for its Water dispenser so it can be installed anywhere without plumbing. Add mineral or freshwater to enjoy chilled drinks or ice without worrying about its quality or filters.










Child Lock for Water Dispenser

Theres even a Child Lock feature to keep inquisitive children from changing their settings. The water Dispense system is locked so the water cannot be dispensed.







Coolpack 12 Hours
 

The Cool Pack feature in the freezer of this Samsung refrigerator comes to the rescue during power outages. It keeps food frozen up to 12 hours* maintaining a temperature below 0 °C.*Result basis on Samsung internal lab test conditions. Individual results may vary.




Power Cool

Chill food 31%* faster with the Power Cool feature on this Samsung refrigerator. With a faster chill food will stay optimally fresh for longer and beverages will be quickly chilled.*Result basis on Samsung internal lab test conditions. Individual results may vary.






Power Freeze

Now never run out of ice cubes. The Power Freeze feature on this Samsung refrigerator allows up to 31%* faster ice making thus conveniently reducing the waiting time. Have ice cubes anytime with the push of a button.*Result basis on Samsung internal lab test conditions. Individual results may vary.




Digital Display

The LED display adds a touch of sophistication while putting a wealth of controls at your fingertips. Change temperature settings or turn on Power Cool to quickly chill recently bought items.






Anti-Bacteria Protector

Keeps air hygienically clean and freshAn Anti-Bacterial Protector keeps the fridge clean and hygienic. Air is passed through an Activated Carbon filter so it is constantly sterilized and deodorized while an anti-bacterial mesh eliminates bacteria.




Easy Slide Shelf

The Slide & Fold Shelf adds extra flexibility to your storage. It can be easily removed folded up or raised and lowered to fit in any sized items including large and bulky containers so there’s no wasted space.






Twist Ice Maker

Samsung Twist Ice Maker is easy to use. A simple twist is all you need to dispense ice cubes. Also Comparatively less freezer area means fast ice making which means you can have more ice cubes in a short time period.




2nd Veg Box

Keep small produce in the Crisper drawer*. This 2nd vegetable box along with Moist Fresh Zone allows you to store separate easily perishable soft texture produce like berries cherry tomatoes and mushrooms.",189990,no rating,no review, https://cdn.sastodeal.com/catalog/product/n/e/new_project_19_.jpg,Kitchen Appliences
55,55,Samsung 415 Liters 2 Star Frost Free Double Door Inverter Refrigerator RT42M5538S8/TL,"Moisture-Full Freshness all over the fridge

Only Twin Cooling Plus™ creates a favorable environment for preserving fresh food in the fridge with 70% humidity compared to 30% in a conventional TMF. So it keeps ingredients fresh for longer without drying out.







* Based on internal testing comparing Samsung models RT22SCSW2 and RT5000K.





Deliciously tasty odor free frozen food

The Twin Cooling Plus™ system cools the compartments separately to stop unexpected odors spreading from fridge to freezer. So frozen food retains more of its original flavor.










5 Conversion Modes on demand

Provides the ultimate in flexible storage. Easily convert your freezer into a fridge to keep all the fresh food you need to store for different seasons or special occasions. Or switch to off* mode to save energy depending on spec.










Creates ice and chills beverages

Rapidly delivers intensely cold air to fast freeze or cool. At the touch of a button Power Cool quickly chills food and drinks while Power Freeze is great for freezing or firming up frozen food and making ice.










Works longer more quietly & uses less energy

Digital Inverter Technology automatically adjusts the compressor speed in response to cooling demand across 7 levels. It uses less energy minimizes noise and reduces wear and tear for longer-lasting performance.










Clearly see everything inside

High-efficiency LED lighting is slimmer cooler and more power-efficient than conventional lighting. Located on the top and sides it beautifully and brilliantly illuminates every corner ensuring better visibility.",141990,no rating,no review, https://cdn.sastodeal.com/catalog/product/n/e/new_project_19_.jpg,Kitchen Appliences
56,56,Samsung 394 litres 2 Star Double Door Refrigerator RT39M5538S8/TL,"Frost Free Double Door: Auto defrost to stop ice-build up
Cacapity 394 L: Suitable for families with 5 or more members
Warranty: 1 year on product 10 years on compressor
Energy Rating: 2 Star
Digital Inverter Compressor – Energy efficient less noise & more durable
Shelf Type: Toughened Glass",134990,no rating,no review, https://cdn.sastodeal.com/catalog/product/n/e/new_project_19_.jpg,Kitchen Appliences
57,57,Samsung 275 L Refrigerator Top Mount Freezer with Digital Inverter RT30K3342S8/IM,"Number of Shelf (Total) - 2 EA
Easy Slide Shelf - Yes
Humidity Control (Drawer Only) - Yes
Material of Shelf - Tempered Glass
Number of Vegetable&Fruit Drawers - 1 EA
Number of Door Pocket - 5 EA
Egg Container(Egg Tray) - Yes
Interior LED Light - Yes",65990,no rating,no review, https://cdn.sastodeal.com/catalog/product/n/e/new_project_19_.jpg,Kitchen Appliences
58,58,Samsung 253 Ltr Double Door Refrigerator Rt28A32216U/IM,"Frost Free refrigerator
Robust compressor
High glossy finish
Toughened glass shelves
Transparent accessories",60990,no rating,no review, https://cdn.sastodeal.com/catalog/product/n/e/new_project_19_.jpg,Kitchen Appliences
59,59,Samsung 253L Double Door Refrigerator RT28A32216R/IM,"Works Longer for Less (DIT)
Evenly cools all over
Voltage protection
Mystic Overlay Red Color
Digital Inverter Technology",60990,no rating,no review, https://cdn.sastodeal.com/catalog/product/n/e/new_project_19_.jpg,Kitchen Appliences
60,60,Samsung 253 Litres  Double Door 2 Star Refrigerator Silver RT28A3022GS/IM,no description,55490,no rating,no review, https://cdn.sastodeal.com/catalog/product/t/m/tmp_1632645296004.jpg,Kitchen Appliences
61,61,Samsung 230 Ltr Single Door Refrigerator RR24A272ZCU/IM,"All Round Cooling
 


Adjustable Shelves",44490,no rating,no review, https://cdn.sastodeal.com/catalog/product/t/m/tmp_1632645296004.jpg,Kitchen Appliences
62,62,Samsung  230 ltrs Single Door Refrigerator RR24A272ZCR/IM,"Toughened Glass Shelves
Run On Solar Energy
Run-on Home Inverter

Cool Wave",44490,no rating,no review, https://cdn.sastodeal.com/catalog/product/t/m/tmp_1632645296004.jpg,Kitchen Appliences
63,63,Samsung 192 L Single Door Refrigerator RR20T282ZU8/IM,"Non Cooling Basket
Ice Tray
Egg Tray
Toughned Glass",41490,no rating,no review, https://cdn.sastodeal.com/catalog/product/t/m/tmp_1632645296004.jpg,Kitchen Appliences
64,64,Samsung 192 L Single Door Refrigerator RR20T282ZR8/IM,"Non Cooling Basket
Ice Tray
Egg Tray
Toughned Glass",41490,no rating,no review, https://cdn.sastodeal.com/catalog/product/t/m/tmp_1632645296004.jpg,Kitchen Appliences
65,65,Samsung 192 L Single Door Refrigerator RR20M282ZS8/IM,"ADVANCED DIT
Digital Inverter Technology automatically adjusts the compressor speed in response to cooling demand across 7 levels. It uses less energy minimises noise and reduces wear and tear for longer-lasting performance.





STYLISH DESIGN
Has a truly distinctive Crown design that is available in a choice of varous colours. It’s softly curved round-top shape and clean lines without any extra doors add a sleek and elegant look your kitchen.





STABILISER FREE
Its Stabiliser Free Operation means it works very steadily and reliably and prevents electrical damage or shorting if there are any voltage fluctuations.* If it increases too much it automatically cuts the power.





BEE CERTIFIED
High energy efficiency certified by BEE so it saves money by using less electricity* without sacrificing performance. It’s BEE 5 star rating makes it one of the most energy efficient refrigerators available.





MORE SPACE MORE FRESHNESS
A multi-utility door bin FreshMax provides plenty of extra space to store fruits and vegetables. It has a special divider to attach plastic bags and separate bottles an Autoclose function and built-in deodorizer.





MORE SPACE MORE FRESHNESS
A multi-utility door bin FreshMax provides plenty of extra space to store fruits and vegetables. It has a special divider to attach plastic bags and separate bottles an Autoclose function and built-in deodorizer.





COOL WAVE (UP TO 9 HOURS)
The Cool Wave feature in the freezer of this Samsung refrigerator comes to the rescue during power outages. It keeps food chilled up to 9 hours maintaining a temperature below 0 °C.





TOUGHENED SHELF
Has toughened glass shelves that are designed and tested to hold a weight of up to 150 Kg safely. So even large vegetables like marrows or dishes prepared in heavy pots and pans can be kept cool and fresh.",38490,no rating,no review, https://cdn.sastodeal.com/catalog/product/t/m/tmp_1632645296004.jpg,Kitchen Appliences
66,66,SAMSUNG 192 Ltr Direct Cooling Single Door Refrigerator RR20A274ACU/IM,"Shelf Material: Toughened Glass
Temperature Control: Yes
Bar chrome handle
LED Lighting
Big Bottle Guard
Anti Fungal gasket",35490,no rating,no review, https://cdn.sastodeal.com/catalog/product/t/m/tmp_1632645296004.jpg,Kitchen Appliences
67,67,Samsung 192 Litre Single Door Refrigerator RR20A274ACR/IM Purple,no description,35490,no rating,no review, https://cdn.sastodeal.com/catalog/product/t/m/tmp_1632645296004.jpg,Kitchen Appliences
68,68,Samsung 192 Ltr Single Door Refrigerator Silver RR20N2441S8/IM,no description,34290,no rating,no review, https://cdn.sastodeal.com/catalog/product/t/m/tmp_1632645296004.jpg,Kitchen Appliences
69,69,Samsung 192L Direct Cooling Single Door Refrigerator RR19A210AGS/IM- Silver Grey,"Direct-cool refrigerator: economical and Cooling without fluctuation
Capacity 192 liters
Energy rating 2 Star
Manufacturer warranty: 1 year on product 10 years on compressor
Normal Compressor
Spill-proof toughened glass shelves
Spl. Features: voltage range: 130V - 290V clear View lamp
Stylish Crown Design",30990,no rating,no review, https://cdn.sastodeal.com/catalog/product/t/m/tmp_1632645296004.jpg,Kitchen Appliences
70,70,Samsung 192 L Single Door Refrigerator RR19M20A2RH/IM,no description,29990,no rating,no review, https://cdn.sastodeal.com/catalog/product/t/m/tmp_1632645296004.jpg,Kitchen Appliences
71,71,Combo of Samsung 253 Liters  Double Door Refrigerator and Idea 2 Jar Mixer,no description,56999,no rating,no review, https://cdn.sastodeal.com/catalog/product/t/m/tmp_1632645296004.jpg,Kitchen Appliences
72,72,Combo of Samsung 192 L Single Door Refrigerator and Idea 2 Jar Mixer,no description,31490,no rating,no review, https://cdn.sastodeal.com/catalog/product/t/m/tmp_1632645296004.jpg,Kitchen Appliences
73,73,Combo of Videocon 170 Liters Single Door Refrigerator And Idea 2 Jar Mixer,no description,28500,no rating,no review, https://cdn.sastodeal.com/catalog/product/t/m/tmp_1632645296004.jpg,Kitchen Appliences
74,74,Samsung 314 Ltrs RT34T46324R/IM Curd Maestro 5 In 1 Convertible Refrigerator With Digital Inverter,"Curd Maestro
Connect Inverter Technology
Digital Display
Stabilizer Free Operation(100-300V)
Toughened Glass Shelves
10 Years Warranty on Compresser",81490,no rating,no review, https://cdn.sastodeal.com/catalog/product/t/m/tmp_1632645296004.jpg,Kitchen Appliences
75,75,SAMSUNG RR19M20A2RH 192 Ltr Single Door Refrigerator - Red,"Direct Cooling Type
Stylish Crown Design
Wire Shelf
Anti Bacterial Gasket
Safe and Clean Back",29990,no rating,no review, https://cdn.sastodeal.com/catalog/product/t/m/tmp_1632645296004.jpg,Kitchen Appliences
76,76,Skyworth 145 Ltr Convertible Chest Freezer With Sliding Glass Door,"Aluminium Liner
Adjustable Thermostat
Super Thick Foam Layer
Fast Freezing Function
Basket Inside
Handle
Lock & Key
Lamp
Sliding Glass Door
Option: Convertible /Normal",30900,no rating,no review, https://cdn.sastodeal.com/catalog/product/t/m/tmp_1632645296004.jpg,Kitchen Appliences
77,77,Skyworth 95 Ltr Convertible Chest Freezer,"Aluminium Liner
Adjustable Thermostat
Super Thick Foam Layer
Fast Freezing Function
Basket Inside
Handle
Lock & Key
Lamp
Option: Convertible/Normal",28290,no rating,no review, https://cdn.sastodeal.com/catalog/product/t/m/tmp_1632645296004.jpg,Kitchen Appliences
78,78,Skyworth 270 Ltr Convertible Chest Freezer With Sliding Glass Door,"Convertible
Adjustable Thermostat
Super Thick Foam Layer
Fast Freezing Function
Basket Inside
Handle
Lock & Key
Lamp
Sliding Glass Door",44300,no rating,no review, https://cdn.sastodeal.com/catalog/product/t/m/tmp_1632645296004.jpg,Kitchen Appliences
79,79,Icemagic Pro 200L Roy Single Door Refrigerator,"Single Door Refrigerator






Net Quantity: 1






NVoltage: 130V-300V






Wattage ( kWh): 170






Capacity (L): 200L






Product Weight (kg): 37.8






Packaging Weight (kg): 41.9






Product Dimensions (cm) WDH53.1X65.5X144.8






Packaging Dimensions (cm) WDH58.5X68.6X152.0






Exterior Body Built: Steel






Pedestal: Yes






Star Rating: 3 Star






Finish: Floral






Defrost in Refrigerator






Manual Defrosting: Inverter Technology






Non Inverter






Shelf Type: Toughened Glass Shelves






Door Handle Type: All Chrome Breathe Arc Handle






Number of Shelves: 2+1



 




Brand
Whirlpool

SKU
104202252_NP-1025092906

Inverter type air-conditioner
Yes

Refrigerator Type
Single Door

Number of doors
1

Refrigerator Capacity
200 Ltrs",42500,no rating,no review, https://cdn.sastodeal.com/catalog/product/t/m/tmp_1632645296004.jpg,Kitchen Appliences
80,80,Samsung Rt37M5535Sl 345 Ltr Digital Inverter Double Door Refrigerator - Silver,"Color: Silver
Capacity: 345Ltr
Double Door Refrigerator
Tempered Glass Shelf Material
Digital Inverter Technology
Humidity Control (Drawer Only)
Easy Slide Shelf/No Frost/All Around Cooling/Multi Flow/Deodorizer",82490,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
81,81,Whirlpool Whitemagic Elite 7.5 Kg Fully Automatic Top Load Washing Machine,"Fully-automatic top load washing machine:
Affordable with great wash quality Easy to use
Capacity 7.5 kg
Suitable for families with 3 to 4 members
Drum : Steel – Spa Drum 
Voltage : 220 V 50 Hz 
Warranty: 1 years on product 10 years on motor
740 rpm: Higher the spin speed faster the drying time
Wash programs: 12
Delay Start Auto Tub Clean
Wattage: 360 W
Special Features:
Power scrub technology.
Smart Sensors – Smart sensors in the machine automatically sense and indicate low voltage and water conditions",39655,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
82,82,Whirlpool Protton 240 L Three Door Frost Free Refrigerator,"Type Multi Door
Size 240 Ltrs
Power Stabilizer Free Operation-(130V-300V)
Dimension WxDxH(mm) 601 X 717 X 1874
Gross Capacity (Ltr) 240
Separate Vegetable Drawer Yes
6th Sense Active Fresh Technology Yes
Works Without Stabilizer * Yes
Air Booster System Yes
Quick Chill Bottle Zone Yes
RC Lamp Bulb No.
And Types Of Shelves 4
Toughened Glass Ice Twister And Collector Yes
MicroBlock Yes
Moisture Retention Technology Yes
Fresh Keeper Yes",60500,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
83,83,Whirlpool Neo Df278 Prm 265L Double Door Refrigerator - (Arctic Steel),"12 Hours Cooling Retention During Power Cuts
Fastest in Ice-Making
Honey Comb Moisture Lock Crisper Cover
Stabiliser Free Operation
Cyclopentane Insulation
Extra Large Extra Cold Freezer At -26⁰C
2 Times Faster Bottle Cooling
Extra Deep Chiller Zone
Door Lock
Pedestal with drawer provides additional space for non-refrigerated food items like onions and potatoes",59990,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
84,84,Whirlpool 200Im Prm 185L Single Door Refrigerator - (Chromium Steel),"Model No: 71602 ( Chromium Steel)
185L Single Door Fridge
Icemagic Power Cool - Insullated Capillary Technology – 12 Hours Cooling Retention During Power Cuts
Extra Large Vegetable Box With Microblock Technology – Optimum Humidity For Fruits And Vegetables
130 – 300 V In-Built Voltage Stabiliser
Large Freezer Compartment (Up To -26 Degrees)
Toughened Glass Shelves
10 years of Warranty",32990,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
85,85,Samsung 253 Ltr Double Door Refrigerator Rt28A32216U/Im,"Frost Free refrigerator
Robust compressor
High glossy finish
Toughened glass shelves
Transparent accessories",60990,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
86,86,Samsung RT28A32216R 253 Ltrs Double Door Refrigerator,"Type: Double Door
Capacity (Liters): 253 Liters
Color: Red
Digital Inverter Compressor
Movable Ice Maker
Frost Free Multi Flow
Smart Connect Inverter
Stabilizer free operation (100V-300V)
Toughened glass shelves
Bar Door handle
Twisted Ice maker
1 Year full warranty
10 Years warranty on compressor",60990,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
87,87,Samsung Single Door Refrigerator 230 Ltr RR24A272ZCU/IM,"GENERAL



BRAND
Samsung


MODEL
RR 24A272ZCU/IM


COLOR
Purple


TYPE
Single Door


DEFROSTING TYPE
Frost Free


COMPRESSOR TYPE
Digital Inverter Compressor


CAPACITY
230 Ltr


NUMBER OF DOOR
1


STAR RATING
2 Star


COOLPAD
No


TOUGHENED GLASS
Yes


PRODUCT DIMENSIONS
67.2 x 60 x 163.5 Centimeters


WEIGHT
52Kg



PERFORMANCE FEATURES



AIR FLOW TYPE
Multi Flow



BODY & DESIGN FEATURES



BODY MATERIAL
Stainless-Steel


SHELF MATERIAL
Tempered Glass Shelves



CONVENIENCE FEATURES



WATER & ICE DISPENSER
Yes


REMOVABLE RACK
Yes


DOOR LOCK
Yes


DOOR ALARM
Yes


FLEXIBLE RACK
3



REFRIGERATOR COMPARTMENT FEATURES



NUMBER OF REFRIGERATOR SHELVES
3


REFRIGERATOR INTERIOR LIGHT
Yes


EGG TRAY
Yes


NUMBER OF REFRIGERATOR DRAWERS
1


NUMBER OF REFRIGERATOR BOTTLE RACK
3


NUMBER OF REFRIGERATOR DOOR BINS
3



FREEZER COMPARTMENT FEATURES



FREEZER INTERIOR LIGHT
Yes


ICE CUBE TRAY TYPE
Twist Ice Maker


NUMBER OF FREEZER DOOR BINS
2


NUMBER OF FREEZER SHELVES
1


ADDITIONAL COMPARTMENT FEATURES
Shelf Material: Cool Pack



ADDITIONAL FEATURES



CHILD LOCK
Yes


WHEEL SUPPORT
Yes


COOLING REFRIGERANT
R-600a


TECHNOLOGY USED
Digital Inverter TechnologyTwin Cooling Plus Technology



POWER FEATURES



POWER CONSUMPTION
220 W


POWER REQUIREMENT
220-240 50 Hz",44490,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
88,88,Samsung RR24A272ZCR/IM 230 ltrs Single Door Refrigerator,"Model No: RR24A272ZCR/IM
Capacity (Liters): 230 Liters
Toughened Glass Shelves
Run On Solar Energy
Run on Home Inverter

Cool Wave

Door Type: Single Door
1 year full warranty
5 years warranty on compressor",44490,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
89,89,Samsung 579 L Inverter Frost-Free French Door Refrigerator (RF57A5232SL/TL Real Stainless Convertible) Silver,"Capacity
‎579 litres


Annual Energy Consumption
‎250 Kilowatt Hours Per Year


Refrigerator Fresh Food Capacity
‎380 litres


Freezer Capacity
‎199 Litres


Noise Level
‎40 dB


Installation Type
‎Counter depth


Part Number
‎RF57A5232SL/TL


Form Factor
‎French Door


Special Features
‎Water Dispenser Twist Ice Maker Convertible freezer Large Door Bin & Crispers : Fingerprint Resistant : Door Alarm : Power Cool : Power Freeze


Colour
‎Silver


Voltage
‎220 Volts


Number of Drawers
‎4


Defrost System
‎Frost Free


Door Orientation
‎Right


Number of Shelves
‎3


Material
‎Steel


Included Components
‎1 Refrigerator Unit 1 User Manual Warranty Card


Batteries Required
‎No",299990,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
90,90,Whirlpool Bar Freezer 60 liter,"*2 STAR *Fast cooling
*12 hours cooling backup
*Stabilizer free Operation.
*10 years of Warranty in compressor",18000,no rating,no review, https://cdn.sastodeal.com/catalog/product/s/a/samsung-refrigator-12-nepal_5_.jpg,Kitchen Appliences
